Included in rates,Distance from,Number of bathrooms,For your comfort and convenience,Not included in rates,Number of bedrooms,Address,Name,"Entertainment, well-being & sports",Dining,Sustainable development and environmental impact,Resort services and entertainment,Staff,Nearby,Description,Kitchen & Appliances,Max guests,Reservation conditions,Compulsory extra costs,"Equipment, facilities, events",Children,Max price,Outside,Min price
"
- Bed and household linens
- Breakfast
- Chef (in very high season)
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Internet WIFI
- Pool heating
- Villa Manager","
- Airport (1 Hours by car)
- Closest train station (35 Minutes by car)
- Downtown (2.9 KM)",7,"
- Air conditioning
- Dining room
- Fireplace
- Living room
- Netflix
- Private parking space
- Study room or den
- Veranda","
- Baby sitting
- Bike rental
- Cancellation insurance
- Chef / Cook
- Deposit for food, drinks and services : starting from 10 000.00 EUR
- Excursions
- Massage
- Transfer",7,"Gordes, Provence, France, Europe",Villa Graciana,"
- Bar
- Fitness room
- Hammam
- Heated outdoor swimming pool
- Internet access (wifi)
- Massage table
- Sauna
- Sound system
- TV
- Yoga mat",,,,,,"Superb 7-bedroom Provencal property located in Gordes, in the heart of the Luberon Regional Nature Park. Gym, wellness area, incredible surroundings, magnificent views, garden, terraces, outdoor cinema, children's play area, petanque strip and double heated swimming pool.","
- Fully equipped kitchen",18,,"
- Tourism development tax : 4.00 EUR Per Guest/day","
- Car
- Outside cinema","
- Board games for kids
- Children welcome
- Children’s area
- Pool roller shutter",7750,"
- Great private park and garden
- Lounge area on the terrace
- Lounge chairs on the terrace
- Outdoor dining areas
- Parking
- Pool house
- Pool lounge chairs
- Summer kitchen
- Terrace(s)",
"
- Bed and household linens
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Garden maintenance
- Heating (from November to April)
- House cleaning upon departure
- Internet WIFI
- Local taxes
- Tennis",,17,"
- Air conditioning
- Central heating
- Dining room with dining table
- Fireplace in living room
- Indoor hot tub
- Reading room
- Terraces","
- Airport transfer
- Cancellation insurance
- Chef/Cook
- Child care, Baby sitting
- Cooking lessons of local cuisine
- Excursions
- Extra cleaning lady : starting from 15.00 EUR Per Hour
- Massage
- Wine tasting
- Yoga trainer",18,"Lucca, Tuscany, Italy, Europe",Villa Ilona,"
- Billiard / Pool table
- Cards and board games
- Cinema room
- DVD player
- Internet access (wifi)
- Library
- Outdoor private swimming pool
- Piano
- Ping-Pong table
- Satellite or cable or Internet TV
- Shared tennis court
- TV",,,"
- Tennis courts",,,"Extraordinary historic property in the heart of Tuscany near Lucca, large olive groves domain of 50 hectares, 18 bedrooms and 17 bathrooms, pool, tennis court, house staff","
- Coffee maker
- Cooking utensils
- Dish washer
- Fully equipped kitchen
- Microwave",37 (39 max.),,,,"
- Children welcome
- Shallow pool / Children pool",6142,"
- Garden
- Lounge area on the terrace
- Lounge chairs on the terrace
- Outdoor dining areas
- Outdoor dining table
- Parking
- Pool lounge chairs
- Terrace(s)",
"
- Bed linen and towels change
- Beds made on arrival
- Daily house cleaning
- Housecleaning upon departure
- Household linen and bath linen
- Housekeeping and household linens
- Meet and greet at the house
- Slippers
- Toiletries
- Wood for the fireplace","
- Ski school (250 M)
- Skilift : Snow front (250 M)",3,"
- Dining area
- Fireplace
- Indoor hot tub
- Living room
- Relaxation area
- Ski locker
- TV lounge","
- Cancellation insurance
- Concierge service : Pass Plus : starting from 300.00 EUR
- Concierge service : Serenity Pass : starting from 600.00 EUR
- Concierge service : Snow Pass : starting from 90.00 EUR",4,"Courchevel 1850, Courchevel, Northern Alps, France, Europe",Appartement Le Septième Ciel,"
- Blu-Ray DVD player
- Emotional shower
- Fitness room
- Indoor swimming pool
- Internet access (wifi)
- Sauna
- TV","
- Bed &amp; Breakfast",,,"
- Chef
- Maid","
- Ski in - Ski out",Elegant 4 bedroom apartment in Courchevel 1850. Located at the foot of the slopes. Panoramic view and balcony.,"
- Coffee maker
- Dish washer
- Freezer
- Fully equipped kitchen
- Ironing board
- Microwave
- Open-style kitchen
- Oven
- Refrigerator
- Toaster
- Vacuum cleaner
- Vitro-ceramic burners",8,,,"
- Elevator",,3002,"
- Balcony",2573
"
- Bed and household linens
- Concierge service
- Electricity, water, gas
- House cleaning upon departure - Mandatory
- Internet WIFI","
- Airport (25 KM)
- Beach (5 Minutes by car)
- Downtown (3 KM)",4,"
- Air conditioning
- Living room","
- Cancellation insurance
- Late check-in from 8pm : starting from 60.00 EUR Per Hour
- Mid-week houskeeping : starting from 556.00 EUR Per Week
- Pool heating : starting from 150.00 EUR Per Week",5,"Porto-Vecchio, Corsica, France, Europe",Villa Odéline,"
- Heated pool
- Internet access (wifi)
- Music speaker
- Table football
- TV",,,,,,"Beautiful 5 bedroom villa located in Lecci, 10 minutes north of Porto-Vecchio. Terraces, garden and infinity pool which can be heated.","
- Coffee maker
- Dish washer
- Dryer
- Freezer
- Fully equipped kitchen
- Iron
- Ironing board
- Microwave
- Oven
- Refrigerator
- Washing machine",10,,"
- Household deposit - Mandatory : 200.00 EUR Per Stay",,"
- Pool safety system",808,"
- Garden
- Lounge area on the terrace
- Outdoor dining areas
- Outside shower
- Parking
- Plancha
- Pool lounge chairs
- Terrace(s)",1118
"
- Airport escort
- Bed and household linens
- Concierge service
- Daily change of linen
- Daily house cleaning
- Electricity, water, gas","
- Airport (5 KM)
- Supermarket (1 KM)
- Mykonos (3 KM)",8,"
- Dining room
- Fireplace in living room
- Living room
- Private parking space
- Terraces
- TV lounge","
- Airport transfer
- Chef/Cook
- Early &amp; late check-in/out (before 8am - after 10pm) : 50.00 EUR
- Extra house cleaning time",8,"Mykonos South West, Mykonos, Greece, Europe",Villas Alistair & Keri,"
- DVD player
- Hi-fi sound system
- Internet access (wifi)
- Outdoor swimming pool
- Satellite or cable or Internet TV
- Swimming pools",,,,,"
- Walkway to water","Adjacent villas situated at Agios Ioannis in Mykonos, wind-sheltered location, beach proximity, two private pools","
- Fully equipped kitchen",16,,,,"
- Baby cot
- Children welcome
- Highchair",2150,"
- Barbecue
- Outdoor dining table
- Parking
- Pool lounge chairs
- Terrace(s)",2150
"
- Bed and household linens
- Electricity, water, gas
- House cleaning upon departure
- Housekeeping 2 hours per day
- Internet WIFI
- Selection of bath products","
- Florence airport (2 Hours by car)
- Roma Ciampino airport (2.5 Hours by car)
- Pisa (3 Hours by car)",4,"
- Covered terrace - Veranda
- Dining room
- Fireplace in living room
- Living room
- Private parking space","
- Airport transfer both ways
- Baby cot
- Car rental
- Central heating
- Esthetique treatments
- Extra house cleaning time
- Villa pre-stocking
- Welcome dinner upon arrival",4,"Val d'Orcia, Tuscany, Italy, Europe",Casa Michaela,"
- Internet access (wifi)
- Outdoor swimming pool
- Stereo sound system
- TV",,,,,,"Beautiful house located in the breathtaking landscape of the Val d'Orcia, beautiful private pool with views, beautiful garden, up to 8 people.","
- Fully equipped kitchen",8,,,,"
- Children welcome",854,"
- Garden
- Outdoor dining areas
- Outdoor dining table
- Parking
- Pool lounge chairs",657
"
- Baby cot
- Bed and household linens
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Garden/Pool maintenance
- House cleaning upon departure
- Internet WIFI
- Pool and/or beach towels
- Pool heating
- Selection of bath products","
- Downtown (10 Minutes Walk)",2,"
- Air conditioning in the living room
- Dining &amp; living room is the same area
- Private parking space","
- Cancellation insurance
- Security deposit : starting from 100.00 EUR Per Guest/day",2,"Saint Remy de Provence, Provence, France, Europe",Villa Auriane,"
- Heated outdoor swimming pool
- Internet access (wifi)
- Multi-room sound system
- Music speaker
- Petanque area
- TV",,,"
- Fitness centre
- Pool heated and Hammam
- Spa
- Spa",,,"Pleasant 2-bedroom villa located 10 minutes' walk from Saint-Rémy-de-Provence town centre. Charming setting, garden, terrace, heated swimming pool, pétanque court and access to hotel facilities.","
- Blender, mixeur
- Coffee machine (pod)
- Fully equipped kitchen
- Induction stove",4 (6 max.),,"
- Tourism development tax : 4.32 EUR Per Adult/day",,"
- Baby cot
- Children welcome
- Enclosed swimming pool
- Pool safety system",,"
- Garden
- Lounge area on the terrace
- Outdoor dining areas
- Pool lounge chairs",
"
- Chef/Cook
- Concierge service
- Domestic staff
- Electricity, water, gas
- Garden/Pool maintenance
- Housekeeping
- Villa Manager",,1,"
- Air conditioning
- Air fan
- First Aid Kit
- Temp. controlled wine storage","
- Cancellation insurance
- Car",3,"Natai Beach, Phuket, Thailand, Asia",Veyla - Sea Villa 2,"
- Infinity pool
- Internet access (wifi)
- Printer","
- Bed &amp; Breakfast
- Chef service upon request (advance notice required)",,,"
- Fully staffed property",,"Magnificent property with 3 bedrooms and 3 bathrooms, in Natai Beach, Phang Nga, Thailand. Household staff, garden, terraces and swimming pool.","
- Dish washer
- Freezer
- Microwave
- Oven
- Refrigerator",6,,,"
- Car
- Extinguisher","
- Children welcome",3039,"
- Parking",
"
- Beds made on arrival
- Housecleaning upon departure
- Household linen and bath linen
- Housekeeping and household linens
- Meet and greet at local office
- Toiletries","
- Downtown (1 KM)
- Skilift : Solaise Express (200 M)
- Ski school (1 KM)",4,"
- Dining area
- Living room
- Private parking space
- Ski locker
- Terrace
- TV lounge","
- Cancellation insurance
- Concierge service : Pass Plus : starting from 300.00 EUR
- Concierge service : Serenity Pass : starting from 600.00 EUR
- Concierge service : Snow Pass : starting from 90.00 EUR",4,"Val d'Isère Legettaz Châtelard, Val d'Isère, Northern Alps, France, Europe",Appartement Les Danaïdes,"
- Blu-Ray DVD player
- Internet access (wifi)
- TV","
- This house is self catering",,,,"
- Ski in - Ski out","Large 4 bedroom flat in Val d'Isère Legettaz Châtelard. Warm mountain atmosphere. Ski in, ski out.","
- Coffee maker
- Cooker hood
- Dish washer
- Freezer
- Fully equipped kitchen
- Kettle
- Microwave
- Nespresso coffee machine
- Open-style kitchen
- Oven
- Refrigerator
- Toaster
- Vacuum cleaner
- Vitro-ceramic burners
- Washing machine",12,,,"
- Elevator",,,,
"
- Bed and household linens
- Bikes available
- Cot + High Chair
- Electricity, water, gas
- House cleaning upon departure
- Internet WIFI
- Selection of bath products","
- Airport (50 KM)
- Downtown (5 KM)
- Supermarket (8 KM)
- Restaurants / Shops (15 KM)
- Restaurants (5 KM)",4,"
- Living room","
- Breakfast
- Cancellation insurance
- Chef / Cook
- Housekeeping
- Pet : starting from 20.00 EUR",4,"Forest of Fontainebleau, Ile-de-France, France, Europe",Villa Régiliore,"
- Internet access (wifi)
- Sound system
- TV",,,,,,"Beautiful 4 bedroom house, located at the entrance to a beautiful 75 hectare estate, in the heart of the Gâtinais park and less than an hour from Paris.","
- Coffee maker
- Dish washer
- Freezer
- Fully equipped kitchen
- Kettle
- Microwave
- Nespresso coffee machine
- Oven
- Refrigerator
- Toaster",8,,,"
- Bikes","
- Baby cot
- Children welcome
- Highchair",549,"
- Great private park and garden
- Outdoor dining areas
- Terrace(s)",549
"
- Baby cot
- Bed and household linens
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Extra bed
- Garden maintenance
- High chair
- Internet WIFI
- Pool and/or beach towels
- Pool maintenance
- Selection of bath products","
- Airport (38 KM)
- Beach (7 M)
- Downtown (1.5 KM)
- Corfu (38 KM / 1 Hours by car)
- Pharmacy (1.5 KM)
- Stores and shops (1.5 KM)
- Doctor (1.5 KM)",7,"
- Air conditioning in the living room
- Dining &amp; living room is the same area
- Fireplace in living room
- Outdoor hot tub
- Private parking space
- Reverse cycle air conditioner
- Veranda","
- Airport transfer
- Cancellation insurance
- Chef / Cook
- Grocery delivery
- Pool heating
- Villa pre-stocking",6,"Corfu, Ionian Sea, Greece, Europe",Villa Almyra,"
- Cards and board games
- Heated outdoor swimming pool
- Infinity pool
- Internet access (wifi)
- Massage table
- Musculation equipment (outdoor)
- Music speaker
- Outdoor swimming pool
- Plunge pool
- Pool with chlorine filtration
- Snorkeling equipment
- TV
- Villa has 2 swimming pools",,,,,"
- Direct access to the beach
- Direct sea access","Located on the southern coast of the island of Corfu. Direct access to the beautiful sandy beach and the bay of Lefkimmi. 6 bedrooms, each with its own bathroom. Daily cleaning service. Boat available for guests.","
- Blender, mixeur
- Coffee machine (pod)
- Double refrigerator
- Ice maker
- Juice extractor
- Steam oven",12,,,"
- Extinguisher
- Motorboat
- Safe deposit box
- Suitable for wedding and events","
- Baby cot
- Children welcome
- Fenced pool on request
- Highchair
- Stair guard",3500,"
- Coal barbecue
- Garden
- Great private park and garden
- Lounge area on the terrace
- Lounge chairs on the terrace
- Natural Gas barbecue
- Outdoor dining areas
- Parking
- Pool lounge chairs
- Terrace(s)",1250
"
- Chef/Cook
- Concierge service
- Domestic staff
- Driver (8 hours)
- Electricity, water, gas
- Garden/Pool maintenance
- Housekeeping
- Security service
- Villa Manager",,1,"
- Air conditioning
- Air fan
- Dining room
- Fax
- Phone
- Temp. controlled wine storage","
- Baby sitting
- Cancellation insurance
- Extra bed
- Masseuse",9,"Kamala, Phuket, Thailand, Asia",Villa Baan Paa Talee,"
- Billiard / Pool table
- DVD library
- DVD player
- Gym - Fitness room
- Internet access (wifi)
- iPods
- Jacuzzi
- Massage table
- Music on CDs
- Ping-Pong table
- Playstation
- Power generator
- Printer
- Private pool
- Stereo sound system
- TV
- Video games",,,,,,Beautiful and sumptuous villa with 9 bedrooms and 9 bathrooms.,"
- Coffee maker
- Dish washer
- Fully equipped kitchen
- Iron
- Microwave
- Oven",20,,,"
- Safe deposit box
- Security system
- Smoke detector","
- Baby cot
- Highchair",6835,"
- Barbecue
- Natural Gas barbecue
- Parking",
"
- Bed and household linens
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Internet WIFI
- Mid-week towel change
- Selection of bath products
- Tourism development tax
- Welcome hamper","
- Airport (55 KM / 45 Minutes by car)
- Geneva (160 KM / 1.45 Hours by car)",5,"
- Central heating
- Dining &amp; living room is the same area
- Dining room
- Fireplace in living room
- Living room
- Private parking space
- Study room or den
- Terrace or balcony","
- Baby sitting
- Cancellation insurance
- Cost of ski passes
- In-chalet ski and boot fitting
- Massage
- Private ski instruction or ski school
- Rental of ski equipment
- Transfer",5,"Verbier, Swiss Alps, Switzerland, Europe",Chalet Jude,"
- Hammam
- Internet access (wifi)
- Satellite or cable or Internet TV
- Ski room
- TV","
- This house is self catering",,,,"
- Ski slope at walking distance","Beautiful 5 bedroom chalet with sophisticated design and wonderful views, in one of the most convenient location of Verbier. Close to the slopes, terraces, ski room and hammam.","
- Fully equipped kitchen",10,,,,"
- Children welcome",3271,"
- Balcony
- Parking",
"
- Bed and household linens
- Electricity, water, gas
- Housecleaning upon departure
- Pool towels
- Villa Manager",,4,"
- Dining room with dining table
- Living room
- Sofa(s)
- Study room or den
- Terraces
- Walk-in closet","
- Bike rental
- Cancellation insurance
- Central heating
- Child care, Baby sitting
- Cooking lessons of local cuisine
- Extra hours of housekeeping
- Massage
- Restaurant",4,"Umbertide, Umbria, Italy, Europe",Villa Lucina,"
- Books
- Cards and board games
- DVD library
- Swimming pool
- Xbox",,,"
- Table tennis",,,"Adorable villa nestled on the heights of a hilltop in the North of Umbria near Montone, 4 bedrooms & 4 bathrooms, pool","
- Dish washer
- Dryer
- Freezer
- Fully equipped kitchen
- Ice maker
- Iron
- Oven
- Refrigerator
- Stove/Cooker
- Toaster
- Washing machine",8 (10 max.),,,,"
- Children welcome",927,"
- Barbecue
- Garden
- Lounge chairs on the terrace
- Outdoor dining areas
- Outdoor dining table
- Pool lounge chairs
- Terrace(s)",621
